CustomerKey,Recency,Frequency,Monetary_Value,RS,FS,MS,RFM_Segment,Customer_Segment
19161,257,1,584.9000000000001,2,1,3,213,About to sleep
19162,258,1,563.96,2,1,3,213,About to sleep
19163,234,1,539.99,2,1,3,213,About to sleep
19164,241,1,629.96,2,1,3,213,About to sleep
19165,229,1,633.96,2,1,3,213,About to sleep
19166,122,1,69.99,3,1,2,312,About to sleep
19167,377,1,1120.49,1,1,3,113,Can't loose them
19168,344,1,119.97999999999999,1,1,3,113,Can't loose them
19169,353,1,1170.48,1,1,4,114,Can't loose them
19170,362,1,1151.76,1,1,3,113,Can't loose them
19171,367,1,1174.48,1,1,4,114,Can't loose them
19172,221,2,1609.41,2,4,4,244,At risk
19173,176,2,1594.42,3,4,4,344,Loyal customers
19174,53,2,2483.98,5,4,4,544,Champions
19175,180,1,24.99,3,1,1,311,New customers
19176,47,1,63.97,5,1,2,512,New customers
19177,327,1,38.980000000000004,1,1,1,111,Lost
19178,268,1,24.99,2,1,1,211,Hibernating
19179,68,1,12.940000000000001,4,1,1,411,New customers
19180,100,1,39.980000000000004,4,1,1,411,New customers
19181,57,2,2518.97,4,4,4,444,Loyal customers
19182,298,1,39.980000000000004,1,1,1,111,Lost
19183,128,1,48.970000000000006,3,1,2,312,About to sleep
19184,280,1,24.99,1,1,1,111,Lost
19185,332,1,58.980000000000004,1,1,2,112,Lost
19186,77,2,1562.41,4,4,4,444,Loyal customers
19187,90,1,147.28,4,1,3,413,Promising
19188,54,2,2732.7,5,4,4,544,Champions
19189,233,1,29.479999999999997,2,1,1,211,Hibernating
19190,128,1,27.279999999999998,3,1,1,311,New customers
19191,219,1,74.98,2,1,2,212,Hibernating
19192,114,2,1682.41,4,4,4,444,Loyal customers
19193,92,2,1609.4,4,4,4,444,Loyal customers
19194,213,2,1589.75,2,4,4,244,At risk
19195,79,2,1637.38,4,4,4,444,Loyal customers
19196,65,3,4657.739999999999,4,5,5,455,Champions
19197,59,3,4609.739999999999,4,5,5,455,Champions
19198,362,1,1155.48,1,1,3,113,Can't loose them
19199,354,1,1134.47,1,1,3,113,Can't loose them
19200,15,2,109.24000000000001,5,4,3,543,Loyal customers
19201,351,1,1120.49,1,1,3,113,Can't loose them
19202,363,1,1170.48,1,1,4,114,Can't loose them
19203,117,1,539.99,3,1,3,313,Promising
19204,90,1,539.99,4,1,3,413,Promising
19205,30,1,1249.84,5,1,4,514,Promising
19206,96,1,553.97,4,1,3,413,Promising
19207,241,1,791.32,2,1,3,213,About to sleep
19208,188,1,98.96,3,1,3,313,Promising
19209,81,1,574.98,4,1,3,413,Promising
19210,27,1,4.99,5,1,1,511,New customers
19211,354,1,1120.49,1,1,3,113,Can't loose them
19212,366,1,1174.48,1,1,4,114,Can't loose them
19213,359,1,1155.48,1,1,3,113,Can't loose them
19214,311,1,4.99,1,1,1,111,Lost
19215,79,1,123.48,4,1,3,413,Promising
19216,259,1,54.980000000000004,2,1,2,212,Hibernating
19217,46,3,185.02,5,5,3,553,Potential loyalists
19218,308,1,132.97,1,1,3,113,Can't loose them
19219,266,1,78.97999999999999,2,1,2,212,Hibernating
19220,7,3,97.62,5,5,3,553,Potential loyalists
19221,56,1,59.980000000000004,5,1,2,512,New customers
19222,32,1,54.980000000000004,5,1,2,512,New customers
19223,14,3,84.64,5,5,2,552,Potential loyalists
19224,73,3,352.52,4,5,3,453,Potential loyalists
19225,378,1,1218.98,1,1,4,114,Can't loose them
19226,2,1,119.97999999999999,5,1,3,513,Promising
19227,306,1,69.99,1,1,2,112,Lost
19228,115,1,123.97999999999999,4,1,3,413,Promising
19229,78,1,123.97999999999999,4,1,3,413,Promising
19230,23,1,78.97999999999999,5,1,2,512,New customers
19231,199,1,69.99,2,1,2,212,Hibernating
19232,74,2,60.96,4,4,2,442,Potential loyalists
19233,279,1,69.99,1,1,2,112,Lost
19234,33,1,119.97999999999999,5,1,3,513,Promising
19235,91,1,119.97999999999999,4,1,3,413,Promising
19236,25,1,119.97999999999999,5,1,3,513,Promising
19237,43,1,69.99,5,1,2,512,New customers
19238,245,1,69.99,2,1,2,212,Hibernating
19239,24,1,78.97999999999999,5,1,2,512,New customers
19240,357,1,1155.48,1,1,3,113,Can't loose them
19241,332,1,148.47,1,1,3,113,Can't loose them
19242,260,1,69.99,2,1,2,212,Hibernating
19243,223,1,69.99,2,1,2,212,Hibernating
19244,256,1,133.49,2,1,3,213,About to sleep
19245,191,1,119.97999999999999,2,1,3,213,About to sleep
19246,187,1,69.99,3,1,2,312,About to sleep
19247,334,1,24.99,1,1,1,111,Lost
19248,166,1,147.28,3,1,3,313,Promising
19249,137,1,63.97,3,1,2,312,About to sleep
19250,163,1,31.269999999999996,3,1,1,311,New customers
19251,160,1,27.279999999999998,3,1,1,311,New customers
19252,289,1,94.97,1,1,3,113,Can't loose them
19253,85,2,1540.43,4,4,4,444,Loyal customers
19254,50,2,2701.4300000000003,5,4,4,544,Champions
19255,63,2,2483.98,4,4,4,444,Loyal customers
19256,58,2,2518.97,4,4,4,444,Loyal customers
19257,76,2,2739.8999999999996,4,4,4,444,Loyal customers
19258,66,2,1574.42,4,4,4,444,Loyal customers
19259,265,1,28.979999999999997,2,1,1,211,Hibernating
19260,56,2,1592.71,5,4,4,544,Champions
19261,124,1,82.97,3,1,2,312,About to sleep
19262,335,1,24.99,1,1,1,111,Lost
19263,58,2,1587.41,4,4,4,444,Loyal customers
19264,352,2,4132.24,1,4,5,145,At risk
19265,49,1,42.28,5,1,2,512,New customers
19266,233,1,42.28,2,1,2,212,Hibernating
19267,29,1,42.28,5,1,2,512,New customers
19268,6,1,39.99,5,1,2,512,New customers
19269,354,2,4118.26,1,4,5,145,At risk
19270,370,2,4127.25,1,4,5,145,At risk
19271,358,2,4153.25,1,4,5,145,At risk
19272,198,1,13.98,2,1,1,211,Hibernating
19273,168,1,39.980000000000004,3,1,1,311,New customers
19274,55,2,2701.4300000000003,5,4,4,544,Champions
19275,293,1,13.98,1,1,1,111,Lost
19276,18,2,2547.9499999999994,5,4,4,544,Champions
19277,337,1,39.980000000000004,1,1,1,111,Lost
19278,71,2,1575.42,4,4,4,444,Loyal customers
19279,131,1,63.97,3,1,2,312,About to sleep
19280,32,2,2537.97,5,4,4,544,Champions
19281,135,1,67.97,3,1,2,312,About to sleep
19282,31,2,2520.9099999999994,5,4,4,544,Champions
19283,52,2,2764.41,5,4,4,544,Champions
19284,76,2,2736.42,4,4,4,444,Loyal customers
19285,57,2,2751.42,4,4,4,444,Loyal customers
19286,63,2,2755.42,4,4,4,444,Loyal customers
19287,19,2,2508.97,5,4,4,544,Champions
19288,70,2,2736.42,4,4,4,444,Loyal customers
19289,67,2,2765.3999999999996,4,4,4,444,Loyal customers
19290,47,2,1605.4,5,4,4,544,Champions
19291,309,1,28.979999999999997,1,1,1,111,Lost
19292,27,2,2518.97,5,4,4,544,Champions
19293,40,2,2533.97,5,4,4,544,Champions
19294,35,2,2820.3899999999994,5,4,4,544,Champions
19295,37,2,2483.98,5,4,4,544,Champions
19296,21,2,2547.9499999999994,5,4,4,544,Champions
19297,20,2,2542.9599999999996,5,4,4,544,Champions
19298,67,3,4535.28,4,5,5,455,Champions
19299,94,2,1587.41,4,4,4,444,Loyal customers
19300,125,1,36.93,3,1,1,311,New customers
19301,28,2,1590.42,5,4,4,544,Champions
19302,35,2,1577.39,5,4,4,544,Champions
19303,8,1,39.980000000000004,5,1,1,511,New customers
19304,7,1,83.97,5,1,2,512,New customers
19305,32,2,1622.4,5,4,4,544,Champions
19306,184,1,29.479999999999997,3,1,1,311,New customers
19307,78,1,148.98,4,1,3,413,Promising
19308,31,2,1549.42,5,4,4,544,Champions
19309,28,2,2518.97,5,4,4,544,Champions
19310,222,2,1611.46,2,4,4,244,At risk
19311,46,3,4640.259999999999,5,5,5,555,Champions
19312,69,2,1564.7,4,4,4,444,Loyal customers
19313,23,2,2533.4599999999996,5,4,4,544,Champions
19314,23,2,2730.41,5,4,4,544,Champions
19315,42,2,2537.97,5,4,4,544,Champions
19316,45,2,2701.4300000000003,5,4,4,544,Champions
19317,272,1,4.99,1,1,1,111,Lost
19318,32,2,2537.97,5,4,4,544,Champions
19319,22,2,2562.4599999999996,5,4,4,544,Champions
19320,373,2,1981.96,1,4,4,144,At risk
19321,43,2,2736.42,5,4,4,544,Champions
19322,35,2,1565.43,5,4,4,544,Champions
19323,169,2,1584.76,3,4,4,344,Loyal customers
19324,186,2,1602.47,3,4,4,344,Loyal customers
19325,60,3,4245.22,4,5,5,455,Champions
19326,354,2,1903.48,1,4,4,144,At risk
19327,338,1,4.99,1,1,1,111,Lost
19328,274,1,27.279999999999998,1,1,1,111,Lost
19329,45,2,2459.0699999999997,5,4,4,544,Champions
19330,134,1,31.269999999999996,3,1,1,311,New customers
19331,16,1,28.979999999999997,5,1,1,511,New customers
19332,306,1,82.97,1,1,2,112,Lost
19333,47,1,35.23,5,1,1,511,New customers
19334,307,1,63.97,1,1,2,112,Lost
19335,372,2,1957.47,1,4,4,144,At risk
19336,333,2,1957.47,1,4,4,144,At risk
19337,29,2,1575.42,5,4,4,544,Champions
19338,150,2,1583.45,3,4,4,344,Loyal customers
19339,60,3,4315.899999999999,4,5,5,455,Champions
19340,36,3,4313.889999999999,5,5,5,555,Champions
19341,375,2,3498.7799999999997,1,4,5,145,At risk
19342,252,1,31.269999999999996,2,1,1,211,Hibernating
19343,322,2,1952.45,1,4,4,144,At risk
19344,350,1,186.28,1,1,3,113,Can't loose them
19345,288,1,69.97,1,1,2,112,Lost
19346,345,1,21.49,1,1,1,111,Lost
19347,8,1,27.769999999999996,5,1,1,511,New customers
19348,320,1,21.49,1,1,1,111,Lost
19349,127,1,69.97,3,1,2,312,About to sleep
19350,268,1,23.779999999999998,2,1,1,211,Hibernating
19351,266,1,4.99,2,1,1,211,Hibernating
19352,267,1,13.98,2,1,1,211,Hibernating
19353,30,2,2400.09,5,4,4,544,Champions
19354,44,1,37.269999999999996,5,1,1,511,New customers
19355,141,1,24.99,3,1,1,311,New customers
19356,17,1,78.96000000000001,5,1,2,512,New customers
19357,37,2,2478.5699999999997,5,4,4,544,Champions
19358,125,1,13.98,3,1,1,311,New customers
19359,371,2,3478.7799999999997,1,4,5,145,At risk
19360,377,2,3511.7599999999993,1,4,5,145,At risk
19361,353,2,3478.7799999999997,1,4,5,145,At risk
19362,359,2,3443.79,1,4,5,145,At risk
19363,242,1,4.99,2,1,1,211,Hibernating
19364,43,3,4312.909999999999,5,5,5,555,Champions
19365,23,3,4321.889999999999,5,5,5,555,Champions
19366,122,2,1617.46,3,4,4,344,Loyal customers
19367,22,1,58.980000000000004,5,1,2,512,New customers
19368,60,1,32.28,4,1,1,411,New customers
19369,288,1,63.97,1,1,2,112,Lost
19370,143,1,4.99,3,1,1,311,New customers
19371,74,1,32.28,4,1,1,411,New customers
19372,141,1,29.479999999999997,3,1,1,311,New customers
19373,192,1,89.97,2,1,2,212,Hibernating
19374,98,1,29.479999999999997,4,1,1,411,New customers
19375,272,1,120.46,1,1,3,113,Can't loose them
19376,52,1,29.479999999999997,5,1,1,511,New customers
19377,4,1,115.92,5,1,3,513,Promising
19378,21,1,24.99,5,1,1,511,New customers
19379,88,1,103.46,4,1,3,413,Promising
19380,330,2,1934.75,1,4,4,144,At risk
19381,333,2,1953.47,1,4,4,144,At risk
19382,358,2,3443.79,1,4,5,145,At risk
19383,313,1,119.96000000000001,1,1,3,113,Can't loose them
19384,23,1,32.28,5,1,1,511,New customers
19385,43,1,116.95,5,1,3,513,Promising
19386,309,2,1938.47,1,4,4,144,At risk
19387,25,2,2464.0599999999995,5,4,4,544,Champions
19388,271,1,45.22,2,1,2,212,Hibernating
19389,237,1,138.45000000000002,2,1,3,213,About to sleep
19390,164,1,4.99,3,1,1,311,New customers
19391,111,1,42.93,4,1,2,412,New customers
19392,331,1,27.279999999999998,1,1,1,111,Lost
19393,371,1,1134.47,1,1,3,113,Can't loose them
19394,215,1,1155.48,2,1,3,213,About to sleep
19395,323,1,1155.48,1,1,3,113,Can't loose them
19396,320,1,1169.46,1,1,4,114,Can't loose them
19397,128,1,78.97999999999999,3,1,2,312,About to sleep
19398,65,1,69.99,4,1,2,412,New customers
19399,216,2,151.42999999999998,2,4,3,243,At risk
19400,211,1,1179.47,2,1,4,214,Can't loose them
19401,325,1,1170.48,1,1,4,114,Can't loose them
19402,337,1,1254.47,1,1,4,114,Can't loose them
19403,348,1,1155.48,1,1,3,113,Can't loose them
19404,19,1,4.99,5,1,1,511,New customers
19405,338,1,1170.48,1,1,4,114,Can't loose them
19406,321,1,1188.46,1,1,4,114,Can't loose them
19407,325,1,1155.48,1,1,3,113,Can't loose them
19408,327,1,1129.48,1,1,3,113,Can't loose them
19409,339,1,1183.47,1,1,4,114,Can't loose them
19410,322,1,1120.49,1,1,3,113,Can't loose them
19411,10,2,69.97,5,4,2,542,Potential loyalists
19412,239,1,618.47,2,1,3,213,About to sleep
19413,350,1,1145.48,1,1,3,113,Can't loose them
19414,226,1,1145.48,2,1,3,213,About to sleep
19415,20,2,2435.08,5,4,4,544,Champions
19416,368,2,3476.39,1,4,5,145,At risk
19417,374,2,1854.5800000000002,1,4,4,144,At risk
19418,375,2,3476.39,1,4,5,145,At risk
19419,99,2,1602.47,4,4,4,444,Loyal customers
19420,38,3,4314.879999999999,5,5,5,555,Champions
19421,308,2,1930.76,1,4,4,144,At risk
19422,354,2,1819.5900000000001,1,4,4,144,At risk
19423,307,2,1938.47,1,4,4,144,At risk
19424,358,2,3511.7599999999993,1,4,5,145,At risk
19425,219,1,31.269999999999996,2,1,1,211,Hibernating
19426,278,2,1938.47,1,4,4,144,At risk
19427,214,2,1967.45,2,4,4,244,At risk
19428,369,2,1878.5700000000002,1,4,4,144,At risk
19429,322,2,1854.5800000000002,1,4,4,144,At risk
19430,52,1,63.97,5,1,2,512,New customers
19431,113,1,4.99,4,1,1,411,New customers
19432,332,2,1869.5800000000002,1,4,4,144,At risk
19433,362,2,3478.7799999999997,1,4,5,145,At risk
19434,202,2,1934.75,2,4,4,244,At risk
19435,351,2,3457.7699999999995,1,4,5,145,At risk
19436,224,2,1942.7,2,4,4,244,At risk
19437,368,2,3480.3799999999997,1,4,5,145,At risk
19438,42,3,4337.899999999999,5,5,5,555,Champions
19439,42,3,4349.889999999999,5,5,5,555,Champions
19440,326,2,3492.7599999999993,1,4,5,145,At risk
19441,74,2,1567.46,4,4,4,444,Loyal customers
19442,48,2,1602.47,5,4,4,544,Champions
19443,341,2,1863.5700000000002,1,4,4,144,At risk
19444,93,1,58.980000000000004,4,1,2,412,New customers
19445,78,1,63.97,4,1,2,412,New customers
19446,32,2,1560.43,5,4,4,544,Champions
19447,42,2,1587.46,5,4,4,544,Champions
19448,332,2,3543.8799999999997,1,4,5,145,At risk
19449,200,1,45.22,2,1,2,212,Hibernating
19450,326,2,1887.5600000000002,1,4,4,144,At risk
19451,335,2,1869.5800000000002,1,4,4,144,At risk
19452,24,2,1611.46,5,4,4,544,Champions
19453,30,3,4267.899999999999,5,5,5,555,Champions
19454,18,3,4363.9,5,5,5,555,Champions
19455,338,2,3478.7799999999997,1,4,5,145,At risk
19456,24,1,37.269999999999996,5,1,1,511,New customers
19457,31,1,92.47999999999999,5,1,3,513,Promising
19458,214,2,1957.47,2,4,4,244,At risk
19459,333,2,3478.7799999999997,1,4,5,145,At risk
19460,311,1,29.479999999999997,1,1,1,111,Lost
19461,127,1,24.99,3,1,1,311,New customers
19462,309,1,29.479999999999997,1,1,1,111,Lost
19463,310,1,4.99,1,1,1,111,Lost
19464,88,1,58.980000000000004,4,1,2,412,New customers
19465,239,1,4.99,2,1,1,211,Hibernating
19466,238,1,63.97,2,1,2,212,Hibernating
19467,314,2,3485.3799999999997,1,4,5,145,At risk
19468,51,1,6.28,5,1,1,511,New customers
19469,10,1,38.980000000000004,5,1,1,511,New customers
19470,134,1,74.98,3,1,2,312,About to sleep
19471,307,2,3478.7799999999997,1,4,5,145,At risk
19472,308,2,1854.5800000000002,1,4,4,144,At risk
19473,226,2,1917.46,2,4,4,244,At risk
19474,37,2,1589.75,5,4,4,544,Champions
19475,361,2,1394.93,1,4,4,144,At risk
19476,35,3,4346.42,5,5,5,555,Champions
19477,348,2,3533.7699999999995,1,4,5,145,At risk
19478,104,1,23.779999999999998,4,1,1,411,New customers
19479,317,2,3443.79,1,4,5,145,At risk
19480,206,2,1934.75,2,4,4,244,At risk
19481,131,1,3.99,3,1,1,311,New customers
19482,304,2,1854.5800000000002,1,4,4,144,At risk
19483,140,1,33.98,3,1,1,311,New customers
19484,57,1,38.980000000000004,4,1,1,411,New customers
19485,35,1,6.28,5,1,1,511,New customers
19486,6,1,118.96000000000001,5,1,3,513,Promising
19487,131,1,6.28,3,1,1,311,New customers
19488,88,1,47.970000000000006,4,1,2,412,New customers
19489,137,1,38.980000000000004,3,1,1,311,New customers
19490,284,1,62.970000000000006,1,1,2,112,Lost
19491,4,1,6.28,5,1,1,511,New customers
19492,163,1,6.28,3,1,1,311,New customers
19493,343,2,3515.3699999999994,1,4,5,145,At risk
19494,91,1,6.28,4,1,1,411,New customers
19495,205,1,38.980000000000004,2,1,1,211,Hibernating
19496,298,2,1854.5800000000002,1,4,4,144,At risk
19497,149,1,28.979999999999997,3,1,1,311,New customers
19498,199,1,31.269999999999996,2,1,1,211,Hibernating
19499,344,2,3492.7599999999993,1,4,5,145,At risk
19500,296,2,3478.7799999999997,1,4,5,145,At risk
19501,293,2,1819.5900000000001,1,4,4,144,At risk
19502,311,2,3565.359999999999,1,4,5,145,At risk
19503,318,2,1391.95,1,4,4,144,At risk
19504,263,2,1382.97,2,4,4,244,At risk
19505,210,1,53.47,2,1,2,212,Hibernating
19506,232,2,3480.3799999999997,2,4,5,245,At risk
19507,185,1,6.28,3,1,1,311,New customers
19508,128,1,6.28,3,1,1,311,New customers
19509,72,1,43.97,4,1,2,412,New customers
19510,247,2,3451.74,2,4,5,245,At risk
19511,244,2,3524.359999999999,2,4,5,245,At risk
19512,278,1,86.26,1,1,2,112,Lost
19513,149,1,24.99,3,1,1,311,New customers
19514,174,1,78.96,3,1,2,312,About to sleep
19515,291,1,6.28,1,1,1,111,Lost
19516,295,1,3.99,1,1,1,111,Lost
19517,214,2,1938.47,2,4,4,244,At risk
19518,262,2,1894.0700000000002,2,4,4,244,At risk
19519,225,1,38.980000000000004,2,1,1,211,Hibernating
19520,306,1,87.97,1,1,2,112,Lost
19521,333,1,53.980000000000004,1,1,2,112,Lost
19522,242,1,63.97,2,1,2,212,Hibernating
19523,241,1,31.269999999999996,2,1,1,211,Hibernating
19524,202,1,23.22,2,1,1,211,Hibernating
19525,12,2,80.21000000000001,5,4,2,542,Potential loyalists
19526,224,1,1179.47,2,1,4,214,Can't loose them
19527,199,1,1219.45,2,1,4,214,Can't loose them
19528,157,1,78.97999999999999,3,1,2,312,About to sleep
19529,337,1,1169.46,1,1,4,114,Can't loose them
19530,322,1,1120.49,1,1,3,113,Can't loose them
19531,339,1,1179.97,1,1,4,114,Can't loose them
19532,347,1,1205.47,1,1,4,114,Can't loose them
19533,330,1,1155.48,1,1,3,113,Can't loose them
19534,340,1,1179.47,1,1,4,114,Can't loose them
19535,332,1,1170.48,1,1,4,114,Can't loose them
19536,209,1,1120.49,2,1,3,213,About to sleep
19537,299,1,1155.48,1,1,3,113,Can't loose them
19538,311,1,1155.48,1,1,3,113,Can't loose them
19539,307,1,1120.49,1,1,3,113,Can't loose them
19540,73,1,69.99,4,1,2,412,New customers
19541,63,2,131.23999999999998,4,4,3,443,Need attention
19542,217,1,579.97,2,1,3,213,About to sleep
19543,257,1,133.49,2,1,3,213,About to sleep
19544,333,1,132.97,1,1,3,113,Can't loose them
19545,310,1,1179.47,1,1,4,114,Can't loose them
19546,213,1,1174.48,2,1,4,214,Can't loose them
19547,300,1,1179.97,1,1,4,114,Can't loose them
19548,307,1,1183.47,1,1,4,114,Can't loose them
19549,301,1,1183.47,1,1,4,114,Can't loose them
19550,309,1,1269.47,1,1,4,114,Can't loose them
19551,108,1,69.99,4,1,2,412,New customers
19552,307,1,69.99,1,1,2,112,Lost
19553,213,1,31.97,2,1,1,211,Hibernating
19554,111,1,86.95,4,1,2,412,New customers
19555,272,2,6110.599999999999,1,4,5,145,At risk
19556,274,2,6035.599999999999,1,4,5,145,At risk
19557,273,2,5358.24,1,4,5,145,At risk
19558,269,2,6029.57,2,4,5,245,At risk
19559,282,2,6056.61,1,4,5,145,At risk
19560,273,2,6117.69,1,4,5,145,At risk
19561,278,2,6021.62,1,4,5,145,At risk
19562,240,2,5314.25,2,4,5,245,At risk
19563,258,2,5333.25,2,4,5,245,At risk
19564,232,2,5293.24,2,4,5,245,At risk
19565,230,2,5308.24,2,4,5,245,At risk
19566,211,2,164.91,2,4,3,243,At risk
19567,235,2,104.96,2,4,3,243,At risk
19568,262,2,6060.5,2,4,5,245,At risk
19569,56,2,112.24000000000001,5,4,3,543,Loyal customers
19570,125,2,74.94,3,4,2,342,Potential loyalists
19571,98,2,90.94999999999999,4,4,2,442,Potential loyalists
19572,209,2,82.25,2,4,2,242,At risk
19573,5,2,57.76,5,4,2,542,Potential loyalists
19574,247,2,96.74,2,4,3,243,At risk
19575,68,2,60.04999999999999,4,4,2,442,Potential loyalists
19576,273,2,6058.21,1,4,5,145,At risk
19577,262,2,6037.889999999999,2,4,5,245,At risk
19578,38,2,91.25999999999999,5,4,2,542,Potential loyalists
19579,60,2,83.98,4,4,2,442,Potential loyalists
19580,38,2,173.93,5,4,3,543,Loyal customers
19581,7,2,109.46000000000001,5,4,3,543,Loyal customers
19582,2,2,61.75,5,4,2,542,Potential loyalists
19583,7,2,119.44999999999999,5,4,3,543,Loyal customers
19584,284,2,116.74,1,4,3,143,At risk
19585,0,2,89.46000000000001,5,4,2,542,Potential loyalists
19586,286,2,6056.61,1,4,5,145,At risk
19587,12,2,114.95,5,4,3,543,Loyal customers
19588,286,2,6056.61,1,4,5,145,At risk
19589,129,2,95.26,3,4,3,343,Need attention
19590,318,1,32.28,1,1,1,111,Lost
19591,199,2,63.42,2,4,2,242,At risk
19592,245,2,5377.23,2,4,5,245,At risk
19593,230,2,5306.54,2,4,5,245,At risk
19594,276,2,6021.62,1,4,5,145,At risk
19595,276,2,6095.079999999999,1,4,5,145,At risk
19596,263,2,6056.61,2,4,5,245,At risk
19597,14,2,59.46,5,4,2,542,Potential loyalists
19598,210,2,5310.53,2,4,5,245,At risk
19599,208,2,5279.26,2,4,5,245,At risk
19600,268,1,94.46,2,1,3,213,About to sleep
19601,215,2,5314.25,2,4,5,245,At risk
19602,229,2,6093.2,2,4,5,245,At risk
19603,10,2,59.46,5,4,2,542,Potential loyalists
19604,57,2,171.73,4,4,3,443,Need attention
19605,203,2,5314.25,2,4,5,245,At risk
19606,296,1,83.97,1,1,2,112,Lost
19607,252,2,6054.22,2,4,5,245,At risk
19608,166,2,68.44999999999999,3,4,2,342,Potential loyalists
19609,237,2,6093.2,2,4,5,245,At risk
19610,150,2,118.93999999999998,3,4,3,343,Need attention
19611,230,2,6054.22,2,4,5,245,At risk
19612,235,2,6029.57,2,4,5,245,At risk
19613,244,2,6093.2,2,4,5,245,At risk
19614,249,2,6217.21,2,4,5,245,At risk
19615,216,2,5279.26,2,4,5,245,At risk
19616,215,2,5279.26,2,4,5,245,At risk
19617,22,2,61.75,5,4,2,542,Potential loyalists
19618,167,2,119.44999999999999,3,4,3,343,Need attention
19619,178,2,112.75,3,4,3,343,Need attention
19620,218,2,5279.26,2,4,5,245,At risk
19621,253,2,6021.62,2,4,5,245,At risk
19622,169,2,61.75,3,4,2,342,Potential loyalists
19623,37,2,153.93,5,4,3,543,Loyal customers
19624,6,2,112.75,5,4,3,543,Loyal customers
19625,279,2,52.769999999999996,1,4,2,142,At risk
19626,175,2,39.459999999999994,3,4,1,341,Potential loyalists
19627,262,2,41.75,2,4,2,242,At risk
19628,250,2,6035.599999999999,2,4,5,245,At risk
19629,164,2,109.44,3,4,3,343,Need attention
19630,233,2,74.45,2,4,2,242,At risk
19631,224,2,5279.26,2,4,5,245,At risk
19632,326,1,56.980000000000004,1,1,2,112,Lost
19633,212,1,59.980000000000004,2,1,2,212,Hibernating
19634,116,1,69.99,4,1,2,412,New customers
19635,48,1,94.47999999999999,5,1,3,513,Promising
19636,133,1,133.49,3,1,3,313,Promising
19637,143,1,78.97999999999999,3,1,2,312,About to sleep
19638,18,1,4.99,5,1,1,511,New customers
19639,333,1,64.47,1,1,2,112,Lost
19640,1,3,252.32,5,5,3,553,Potential loyalists
19641,275,1,68.49,1,1,2,112,Lost
19642,49,3,133.54,5,5,3,553,Potential loyalists
19643,330,1,123.97999999999999,1,1,3,113,Can't loose them
19644,124,1,4.99,3,1,1,311,New customers
19645,206,2,134.44,2,4,3,243,At risk
19646,24,3,197.04000000000002,5,5,3,553,Potential loyalists
19647,28,3,282.03999999999996,5,5,3,553,Potential loyalists
19648,145,3,100.84,3,5,3,353,Potential loyalists
19649,110,1,78.97999999999999,4,1,2,412,New customers
19650,29,1,42.28,5,1,2,512,New customers
19651,11,1,59.24999999999999,5,1,2,512,New customers
19652,217,2,5314.25,2,4,5,245,At risk
19653,222,2,5314.25,2,4,5,245,At risk
19654,198,1,78.97999999999999,2,1,2,212,Hibernating
19655,241,1,128.97,2,1,3,213,About to sleep
19656,137,1,13.98,3,1,1,311,New customers
19657,205,1,756.26,2,1,3,213,About to sleep
19658,211,1,539.99,2,1,3,213,About to sleep
19659,211,1,557.26,2,1,3,213,About to sleep
19660,229,1,119.97999999999999,2,1,3,213,About to sleep
19661,63,1,2521.2699999999995,4,1,4,414,Promising
19662,172,1,75.97,3,1,2,312,About to sleep
19663,141,1,69.99,3,1,2,312,About to sleep
19664,22,1,78.97999999999999,5,1,2,512,New customers
19665,66,1,69.99,4,1,2,412,New customers
19666,96,1,35.0,4,1,1,411,New customers
19667,55,1,150.95000000000002,5,1,3,513,Promising
19668,26,1,119.97999999999999,5,1,3,513,Promising
19669,203,1,78.97999999999999,2,1,2,212,Hibernating
19670,306,1,1134.47,1,1,3,113,Can't loose them
19671,293,1,1170.48,1,1,4,114,Can't loose them
19672,83,1,74.98,4,1,2,412,New customers
19673,142,1,37.29,3,1,1,311,New customers
19674,104,1,42.28,4,1,2,412,New customers
19675,125,1,198.99,3,1,3,313,Promising
19676,238,1,67.97,2,1,2,212,Hibernating
19677,269,1,58.980000000000004,2,1,2,212,Hibernating
19678,298,1,1120.49,1,1,3,113,Can't loose them
19679,309,1,1155.48,1,1,3,113,Can't loose them
19680,296,1,1170.48,1,1,4,114,Can't loose them
19681,182,1,1179.97,3,1,4,314,Promising
19682,305,1,1155.48,1,1,3,113,Can't loose them
19683,318,1,1143.46,1,1,3,113,Can't loose them
19684,296,1,78.97999999999999,1,1,2,112,Lost
19685,91,1,78.97999999999999,4,1,2,412,New customers
19686,153,1,69.99,3,1,2,312,About to sleep
19687,228,1,592.27,2,1,3,213,About to sleep
19688,188,1,119.97999999999999,3,1,3,313,Promising
19689,212,1,680.94,2,1,3,213,About to sleep
19690,223,1,572.26,2,1,3,213,About to sleep
19691,226,1,569.97,2,1,3,213,About to sleep
19692,225,1,94.47999999999999,2,1,3,213,About to sleep
19693,238,1,71.95,2,1,2,212,Hibernating
19694,170,1,69.99,3,1,2,312,About to sleep
19695,340,1,94.47999999999999,1,1,3,113,Can't loose them
19696,225,1,597.26,2,1,3,213,About to sleep
19697,201,1,539.99,2,1,3,213,About to sleep
19698,209,1,726.27,2,1,3,213,About to sleep
19699,92,1,133.49,4,1,3,413,Promising
19700,136,1,119.97999999999999,3,1,3,313,Promising
19701,297,1,1184.46,1,1,4,114,Can't loose them
